id_img,paths,label
13560,data\train\happy\13560.jpg,happy
13563,data\train\happy\13563.jpg,happy
13564,data\train\happy\13564.jpg,happy
13566,data\train\happy\13566.jpg,happy
13569,data\train\happy\13569.jpg,happy
13574,data\train\happy\13574.jpg,happy
13588,data\train\happy\13588.jpg,happy
13589,data\train\happy\13589.jpg,happy
1360,data\train\happy\1360.jpg,happy
13604,data\train\happy\13604.jpg,happy
13609,data\train\happy\13609.jpg,happy
13617,data\train\happy\13617.jpg,happy
13623,data\train\happy\13623.jpg,happy
13626,data\train\happy\13626.jpg,happy
13629,data\train\happy\13629.jpg,happy
1363,data\train\happy\1363.jpg,happy
13637,data\train\happy\13637.jpg,happy
13641,data\train\happy\13641.jpg,happy
13642,data\train\happy\13642.jpg,happy
13645,data\train\happy\13645.jpg,happy
13646,data\train\happy\13646.jpg,happy
13649,data\train\happy\13649.jpg,happy
13659,data\train\happy\13659.jpg,happy
13661,data\train\happy\13661.jpg,happy
13663,data\train\happy\13663.jpg,happy
13668,data\train\happy\13668.jpg,happy
1368,data\train\happy\1368.jpg,happy
13693,data\train\happy\13693.jpg,happy
13699,data\train\happy\13699.jpg,happy
13701,data\train\happy\13701.jpg,happy
13705,data\train\happy\13705.jpg,happy
1371,data\train\happy\1371.jpg,happy
13712,data\train\happy\13712.jpg,happy
13718,data\train\happy\13718.jpg,happy
13725,data\train\happy\13725.jpg,happy
13727,data\train\happy\13727.jpg,happy
13733,data\train\happy\13733.jpg,happy
13741,data\train\happy\13741.jpg,happy
13744,data\train\happy\13744.jpg,happy
13749,data\train\happy\13749.jpg,happy
13753,data\train\happy\13753.jpg,happy
13754,data\train\happy\13754.jpg,happy
13760,data\train\happy\13760.jpg,happy
13762,data\train\happy\13762.jpg,happy
13763,data\train\happy\13763.jpg,happy
13765,data\train\happy\13765.jpg,happy
13766,data\train\happy\13766.jpg,happy
13774,data\train\happy\13774.jpg,happy
1378,data\train\happy\1378.jpg,happy
13794,data\train\happy\13794.jpg,happy
1380,data\train\happy\1380.jpg,happy
13805,data\train\happy\13805.jpg,happy
13814,data\train\happy\13814.jpg,happy
13815,data\train\happy\13815.jpg,happy
13816,data\train\happy\13816.jpg,happy
13819,data\train\happy\13819.jpg,happy
13823,data\train\happy\13823.jpg,happy
13829,data\train\happy\13829.jpg,happy
13830,data\train\happy\13830.jpg,happy
13832,data\train\happy\13832.jpg,happy
13841,data\train\happy\13841.jpg,happy
13842,data\train\happy\13842.jpg,happy
13845,data\train\happy\13845.jpg,happy
1385,data\train\happy\1385.jpg,happy
13859,data\train\happy\13859.jpg,happy
13860,data\train\happy\13860.jpg,happy
13867,data\train\happy\13867.jpg,happy
1387,data\train\happy\1387.jpg,happy
13872,data\train\happy\13872.jpg,happy
13878,data\train\happy\13878.jpg,happy
1388,data\train\happy\1388.jpg,happy
13884,data\train\happy\13884.jpg,happy
13885,data\train\happy\13885.jpg,happy
13893,data\train\happy\13893.jpg,happy
13895,data\train\happy\13895.jpg,happy
13901,data\train\happy\13901.jpg,happy
13904,data\train\happy\13904.jpg,happy
13905,data\train\happy\13905.jpg,happy
13915,data\train\happy\13915.jpg,happy
13917,data\train\happy\13917.jpg,happy
13918,data\train\happy\13918.jpg,happy
13924,data\train\happy\13924.jpg,happy
13927,data\train\happy\13927.jpg,happy
13929,data\train\happy\13929.jpg,happy
13930,data\train\happy\13930.jpg,happy
1394,data\train\happy\1394.jpg,happy
13943,data\train\happy\13943.jpg,happy
13944,data\train\happy\13944.jpg,happy
13945,data\train\happy\13945.jpg,happy
13957,data\train\happy\13957.jpg,happy
13963,data\train\happy\13963.jpg,happy
13964,data\train\happy\13964.jpg,happy
13966,data\train\happy\13966.jpg,happy
13972,data\train\happy\13972.jpg,happy
13977,data\train\happy\13977.jpg,happy
13985,data\train\happy\13985.jpg,happy
13990,data\train\happy\13990.jpg,happy
13995,data\train\happy\13995.jpg,happy
13996,data\train\happy\13996.jpg,happy
13998,data\train\happy\13998.jpg,happy
14,data\train\happy\14.jpg,happy
14006,data\train\happy\14006.jpg,happy
14017,data\train\happy\14017.jpg,happy
14020,data\train\happy\14020.jpg,happy
14024,data\train\happy\14024.jpg,happy
14025,data\train\happy\14025.jpg,happy
14027,data\train\happy\14027.jpg,happy
14031,data\train\happy\14031.jpg,happy
14038,data\train\happy\14038.jpg,happy
14039,data\train\happy\14039.jpg,happy
1404,data\train\happy\1404.jpg,happy
14040,data\train\happy\14040.jpg,happy
14054,data\train\happy\14054.jpg,happy
14055,data\train\happy\14055.jpg,happy
14059,data\train\happy\14059.jpg,happy
1406,data\train\happy\1406.jpg,happy
14065,data\train\happy\14065.jpg,happy
14074,data\train\happy\14074.jpg,happy
14081,data\train\happy\14081.jpg,happy
14086,data\train\happy\14086.jpg,happy
14087,data\train\happy\14087.jpg,happy
14088,data\train\happy\14088.jpg,happy
1409,data\train\happy\1409.jpg,happy
14090,data\train\happy\14090.jpg,happy
14093,data\train\happy\14093.jpg,happy
14109,data\train\happy\14109.jpg,happy
14112,data\train\happy\14112.jpg,happy
14116,data\train\happy\14116.jpg,happy
14119,data\train\happy\14119.jpg,happy
14133,data\train\happy\14133.jpg,happy
14146,data\train\happy\14146.jpg,happy
14156,data\train\happy\14156.jpg,happy
14159,data\train\happy\14159.jpg,happy
14160,data\train\happy\14160.jpg,happy
14176,data\train\happy\14176.jpg,happy
1418,data\train\happy\1418.jpg,happy
14182,data\train\happy\14182.jpg,happy
14183,data\train\happy\14183.jpg,happy
1419,data\train\happy\1419.jpg,happy
14192,data\train\happy\14192.jpg,happy
142,data\train\happy\142.jpg,happy
14200,data\train\happy\14200.jpg,happy
1421,data\train\happy\1421.jpg,happy
14216,data\train\happy\14216.jpg,happy
14219,data\train\happy\14219.jpg,happy
14223,data\train\happy\14223.jpg,happy
14228,data\train\happy\14228.jpg,happy
14230,data\train\happy\14230.jpg,happy
14233,data\train\happy\14233.jpg,happy
14238,data\train\happy\14238.jpg,happy
14242,data\train\happy\14242.jpg,happy
14245,data\train\happy\14245.jpg,happy
14246,data\train\happy\14246.jpg,happy
1425,data\train\happy\1425.jpg,happy
14251,data\train\happy\14251.jpg,happy
14253,data\train\happy\14253.jpg,happy
14254,data\train\happy\14254.jpg,happy
14256,data\train\happy\14256.jpg,happy
14258,data\train\happy\14258.jpg,happy
14259,data\train\happy\14259.jpg,happy
1426,data\train\happy\1426.jpg,happy
14261,data\train\happy\14261.jpg,happy
14262,data\train\happy\14262.jpg,happy
14263,data\train\happy\14263.jpg,happy
14267,data\train\happy\14267.jpg,happy
14272,data\train\happy\14272.jpg,happy
14275,data\train\happy\14275.jpg,happy
1428,data\train\happy\1428.jpg,happy
14283,data\train\happy\14283.jpg,happy
14285,data\train\happy\14285.jpg,happy
14294,data\train\happy\14294.jpg,happy
143,data\train\happy\143.jpg,happy
14300,data\train\happy\14300.jpg,happy
14301,data\train\happy\14301.jpg,happy
14318,data\train\happy\14318.jpg,happy
14319,data\train\happy\14319.jpg,happy
1432,data\train\happy\1432.jpg,happy
14320,data\train\happy\14320.jpg,happy
14322,data\train\happy\14322.jpg,happy
14333,data\train\happy\14333.jpg,happy
14334,data\train\happy\14334.jpg,happy
14340,data\train\happy\14340.jpg,happy
14345,data\train\happy\14345.jpg,happy
14349,data\train\happy\14349.jpg,happy
1435,data\train\happy\1435.jpg,happy
14354,data\train\happy\14354.jpg,happy
14355,data\train\happy\14355.jpg,happy
14358,data\train\happy\14358.jpg,happy
14366,data\train\happy\14366.jpg,happy
14367,data\train\happy\14367.jpg,happy
14379,data\train\happy\14379.jpg,happy
14385,data\train\happy\14385.jpg,happy
14397,data\train\happy\14397.jpg,happy
14398,data\train\happy\14398.jpg,happy
14399,data\train\happy\14399.jpg,happy
144,data\train\happy\144.jpg,happy
1440,data\train\happy\1440.jpg,happy
14405,data\train\happy\14405.jpg,happy
14417,data\train\happy\14417.jpg,happy
1442,data\train\happy\1442.jpg,happy
14425,data\train\happy\14425.jpg,happy
14429,data\train\happy\14429.jpg,happy
14430,data\train\happy\14430.jpg,happy
14433,data\train\happy\14433.jpg,happy
14434,data\train\happy\14434.jpg,happy
14437,data\train\happy\14437.jpg,happy
14441,data\train\happy\14441.jpg,happy
14442,data\train\happy\14442.jpg,happy
14449,data\train\happy\14449.jpg,happy
14450,data\train\happy\14450.jpg,happy
14451,data\train\happy\14451.jpg,happy
14454,data\train\happy\14454.jpg,happy
14455,data\train\happy\14455.jpg,happy
14456,data\train\happy\14456.jpg,happy
14458,data\train\happy\14458.jpg,happy
14469,data\train\happy\14469.jpg,happy
1447,data\train\happy\1447.jpg,happy
14470,data\train\happy\14470.jpg,happy
14471,data\train\happy\14471.jpg,happy
14480,data\train\happy\14480.jpg,happy
14485,data\train\happy\14485.jpg,happy
14486,data\train\happy\14486.jpg,happy
14490,data\train\happy\14490.jpg,happy
14491,data\train\happy\14491.jpg,happy
14492,data\train\happy\14492.jpg,happy
145,data\train\happy\145.jpg,happy
14504,data\train\happy\14504.jpg,happy
14506,data\train\happy\14506.jpg,happy
14508,data\train\happy\14508.jpg,happy
14510,data\train\happy\14510.jpg,happy
14514,data\train\happy\14514.jpg,happy
14530,data\train\happy\14530.jpg,happy
14537,data\train\happy\14537.jpg,happy
14538,data\train\happy\14538.jpg,happy
14539,data\train\happy\14539.jpg,happy
1454,data\train\happy\1454.jpg,happy
14541,data\train\happy\14541.jpg,happy
14544,data\train\happy\14544.jpg,happy
14547,data\train\happy\14547.jpg,happy
14553,data\train\happy\14553.jpg,happy
14554,data\train\happy\14554.jpg,happy
14555,data\train\happy\14555.jpg,happy
14563,data\train\happy\14563.jpg,happy
14565,data\train\happy\14565.jpg,happy
14568,data\train\happy\14568.jpg,happy
14582,data\train\happy\14582.jpg,happy
14585,data\train\happy\14585.jpg,happy
14587,data\train\happy\14587.jpg,happy
14588,data\train\happy\14588.jpg,happy
14589,data\train\happy\14589.jpg,happy
1459,data\train\happy\1459.jpg,happy
14590,data\train\happy\14590.jpg,happy
14595,data\train\happy\14595.jpg,happy
14597,data\train\happy\14597.jpg,happy
14608,data\train\happy\14608.jpg,happy
14618,data\train\happy\14618.jpg,happy
14624,data\train\happy\14624.jpg,happy
14625,data\train\happy\14625.jpg,happy
14627,data\train\happy\14627.jpg,happy
14629,data\train\happy\14629.jpg,happy
14633,data\train\happy\14633.jpg,happy
14636,data\train\happy\14636.jpg,happy
14643,data\train\happy\14643.jpg,happy
14646,data\train\happy\14646.jpg,happy
14658,data\train\happy\14658.jpg,happy
14662,data\train\happy\14662.jpg,happy
14665,data\train\happy\14665.jpg,happy
14668,data\train\happy\14668.jpg,happy
14670,data\train\happy\14670.jpg,happy
14673,data\train\happy\14673.jpg,happy
14681,data\train\happy\14681.jpg,happy
14683,data\train\happy\14683.jpg,happy
14684,data\train\happy\14684.jpg,happy
14712,data\train\happy\14712.jpg,happy
14714,data\train\happy\14714.jpg,happy
14716,data\train\happy\14716.jpg,happy
14724,data\train\happy\14724.jpg,happy
14725,data\train\happy\14725.jpg,happy
14726,data\train\happy\14726.jpg,happy
14733,data\train\happy\14733.jpg,happy
14734,data\train\happy\14734.jpg,happy
14736,data\train\happy\14736.jpg,happy
14737,data\train\happy\14737.jpg,happy
14738,data\train\happy\14738.jpg,happy
14745,data\train\happy\14745.jpg,happy
14746,data\train\happy\14746.jpg,happy
14748,data\train\happy\14748.jpg,happy
14749,data\train\happy\14749.jpg,happy
1475,data\train\happy\1475.jpg,happy
14753,data\train\happy\14753.jpg,happy
14756,data\train\happy\14756.jpg,happy
1476,data\train\happy\1476.jpg,happy
14764,data\train\happy\14764.jpg,happy
14765,data\train\happy\14765.jpg,happy
14766,data\train\happy\14766.jpg,happy
14767,data\train\happy\14767.jpg,happy
14771,data\train\happy\14771.jpg,happy
1478,data\train\happy\1478.jpg,happy
14796,data\train\happy\14796.jpg,happy
14799,data\train\happy\14799.jpg,happy
14819,data\train\happy\14819.jpg,happy
14822,data\train\happy\14822.jpg,happy
14825,data\train\happy\14825.jpg,happy
14828,data\train\happy\14828.jpg,happy
14833,data\train\happy\14833.jpg,happy
1484,data\train\happy\1484.jpg,happy
14840,data\train\happy\14840.jpg,happy
14846,data\train\happy\14846.jpg,happy
14847,data\train\happy\14847.jpg,happy
14851,data\train\happy\14851.jpg,happy
14863,data\train\happy\14863.jpg,happy
1487,data\train\happy\1487.jpg,happy
14871,data\train\happy\14871.jpg,happy
14874,data\train\happy\14874.jpg,happy
14876,data\train\happy\14876.jpg,happy
14878,data\train\happy\14878.jpg,happy
1488,data\train\happy\1488.jpg,happy
14888,data\train\happy\14888.jpg,happy
14889,data\train\happy\14889.jpg,happy
14892,data\train\happy\14892.jpg,happy
14895,data\train\happy\14895.jpg,happy
14903,data\train\happy\14903.jpg,happy
14905,data\train\happy\14905.jpg,happy
14907,data\train\happy\14907.jpg,happy
14913,data\train\happy\14913.jpg,happy
14919,data\train\happy\14919.jpg,happy
14922,data\train\happy\14922.jpg,happy
14923,data\train\happy\14923.jpg,happy
14924,data\train\happy\14924.jpg,happy
14930,data\train\happy\14930.jpg,happy
14932,data\train\happy\14932.jpg,happy
14933,data\train\happy\14933.jpg,happy
14934,data\train\happy\14934.jpg,happy
14944,data\train\happy\14944.jpg,happy
14948,data\train\happy\14948.jpg,happy
14949,data\train\happy\14949.jpg,happy
14952,data\train\happy\14952.jpg,happy
14960,data\train\happy\14960.jpg,happy
14963,data\train\happy\14963.jpg,happy
14964,data\train\happy\14964.jpg,happy
14967,data\train\happy\14967.jpg,happy
14969,data\train\happy\14969.jpg,happy
1497,data\train\happy\1497.jpg,happy
14970,data\train\happy\14970.jpg,happy
14972,data\train\happy\14972.jpg,happy
14974,data\train\happy\14974.jpg,happy
14988,data\train\happy\14988.jpg,happy
1499,data\train\happy\1499.jpg,happy
14990,data\train\happy\14990.jpg,happy
14991,data\train\happy\14991.jpg,happy
14994,data\train\happy\14994.jpg,happy
14995,data\train\happy\14995.jpg,happy
14996,data\train\happy\14996.jpg,happy
14997,data\train\happy\14997.jpg,happy
15018,data\train\happy\15018.jpg,happy
1502,data\train\happy\1502.jpg,happy
15022,data\train\happy\15022.jpg,happy
15029,data\train\happy\15029.jpg,happy
15030,data\train\happy\15030.jpg,happy
15033,data\train\happy\15033.jpg,happy
15035,data\train\happy\15035.jpg,happy
1504,data\train\happy\1504.jpg,happy
15046,data\train\happy\15046.jpg,happy
15051,data\train\happy\15051.jpg,happy
15053,data\train\happy\15053.jpg,happy
15054,data\train\happy\15054.jpg,happy
15058,data\train\happy\15058.jpg,happy
15059,data\train\happy\15059.jpg,happy
15067,data\train\happy\15067.jpg,happy
1507,data\train\happy\1507.jpg,happy
15071,data\train\happy\15071.jpg,happy
15072,data\train\happy\15072.jpg,happy
15076,data\train\happy\15076.jpg,happy
15086,data\train\happy\15086.jpg,happy
15093,data\train\happy\15093.jpg,happy
15095,data\train\happy\15095.jpg,happy
15100,data\train\happy\15100.jpg,happy
15104,data\train\happy\15104.jpg,happy
15107,data\train\happy\15107.jpg,happy
15109,data\train\happy\15109.jpg,happy
15117,data\train\happy\15117.jpg,happy
15118,data\train\happy\15118.jpg,happy
15126,data\train\happy\15126.jpg,happy
15127,data\train\happy\15127.jpg,happy
15135,data\train\happy\15135.jpg,happy
15137,data\train\happy\15137.jpg,happy
15148,data\train\happy\15148.jpg,happy
15151,data\train\happy\15151.jpg,happy
15154,data\train\happy\15154.jpg,happy
15155,data\train\happy\15155.jpg,happy
15159,data\train\happy\15159.jpg,happy
1516,data\train\happy\1516.jpg,happy
15161,data\train\happy\15161.jpg,happy
15162,data\train\happy\15162.jpg,happy
15163,data\train\happy\15163.jpg,happy
15165,data\train\happy\15165.jpg,happy
1517,data\train\happy\1517.jpg,happy
15185,data\train\happy\15185.jpg,happy
15186,data\train\happy\15186.jpg,happy
15202,data\train\happy\15202.jpg,happy
15205,data\train\happy\15205.jpg,happy
15211,data\train\happy\15211.jpg,happy
1523,data\train\happy\1523.jpg,happy
15231,data\train\happy\15231.jpg,happy
15232,data\train\happy\15232.jpg,happy
15233,data\train\happy\15233.jpg,happy
15239,data\train\happy\15239.jpg,happy
1524,data\train\happy\1524.jpg,happy
15240,data\train\happy\15240.jpg,happy
15247,data\train\happy\15247.jpg,happy
1525,data\train\happy\1525.jpg,happy
15256,data\train\happy\15256.jpg,happy
15258,data\train\happy\15258.jpg,happy
15264,data\train\happy\15264.jpg,happy
15266,data\train\happy\15266.jpg,happy
1527,data\train\happy\1527.jpg,happy
15270,data\train\happy\15270.jpg,happy
15284,data\train\happy\15284.jpg,happy
15291,data\train\happy\15291.jpg,happy
15298,data\train\happy\15298.jpg,happy
15299,data\train\happy\15299.jpg,happy
153,data\train\happy\153.jpg,happy
15300,data\train\happy\15300.jpg,happy
15304,data\train\happy\15304.jpg,happy
15319,data\train\happy\15319.jpg,happy
15322,data\train\happy\15322.jpg,happy
15328,data\train\happy\15328.jpg,happy
15329,data\train\happy\15329.jpg,happy
15338,data\train\happy\15338.jpg,happy
15339,data\train\happy\15339.jpg,happy
15348,data\train\happy\15348.jpg,happy
15356,data\train\happy\15356.jpg,happy
15357,data\train\happy\15357.jpg,happy
15364,data\train\happy\15364.jpg,happy
1537,data\train\happy\1537.jpg,happy
15370,data\train\happy\15370.jpg,happy
15379,data\train\happy\15379.jpg,happy
15382,data\train\happy\15382.jpg,happy
15384,data\train\happy\15384.jpg,happy
15389,data\train\happy\15389.jpg,happy
1539,data\train\happy\1539.jpg,happy
15392,data\train\happy\15392.jpg,happy
15394,data\train\happy\15394.jpg,happy
15398,data\train\happy\15398.jpg,happy
1540,data\train\happy\1540.jpg,happy
15402,data\train\happy\15402.jpg,happy
15403,data\train\happy\15403.jpg,happy
15406,data\train\happy\15406.jpg,happy
1541,data\train\happy\1541.jpg,happy
15412,data\train\happy\15412.jpg,happy
15417,data\train\happy\15417.jpg,happy
15419,data\train\happy\15419.jpg,happy
15420,data\train\happy\15420.jpg,happy
15422,data\train\happy\15422.jpg,happy
15423,data\train\happy\15423.jpg,happy
15427,data\train\happy\15427.jpg,happy
1543,data\train\happy\1543.jpg,happy
15434,data\train\happy\15434.jpg,happy
15442,data\train\happy\15442.jpg,happy
15448,data\train\happy\15448.jpg,happy
1545,data\train\happy\1545.jpg,happy
15450,data\train\happy\15450.jpg,happy
15451,data\train\happy\15451.jpg,happy
15460,data\train\happy\15460.jpg,happy
15463,data\train\happy\15463.jpg,happy
15466,data\train\happy\15466.jpg,happy
1547,data\train\happy\1547.jpg,happy
15475,data\train\happy\15475.jpg,happy
15476,data\train\happy\15476.jpg,happy
15477,data\train\happy\15477.jpg,happy
1548,data\train\happy\1548.jpg,happy
15495,data\train\happy\15495.jpg,happy
15497,data\train\happy\15497.jpg,happy
15498,data\train\happy\15498.jpg,happy
1550,data\train\happy\1550.jpg,happy
15504,data\train\happy\15504.jpg,happy
15506,data\train\happy\15506.jpg,happy
15507,data\train\happy\15507.jpg,happy
15508,data\train\happy\15508.jpg,happy
15510,data\train\happy\15510.jpg,happy
15512,data\train\happy\15512.jpg,happy
15515,data\train\happy\15515.jpg,happy
15516,data\train\happy\15516.jpg,happy
15517,data\train\happy\15517.jpg,happy
15521,data\train\happy\15521.jpg,happy
15525,data\train\happy\15525.jpg,happy
15540,data\train\happy\15540.jpg,happy
15541,data\train\happy\15541.jpg,happy
15543,data\train\happy\15543.jpg,happy
15546,data\train\happy\15546.jpg,happy
15548,data\train\happy\15548.jpg,happy
15549,data\train\happy\15549.jpg,happy
15550,data\train\happy\15550.jpg,happy
15555,data\train\happy\15555.jpg,happy
15558,data\train\happy\15558.jpg,happy
15560,data\train\happy\15560.jpg,happy
15561,data\train\happy\15561.jpg,happy
15566,data\train\happy\15566.jpg,happy
15567,data\train\happy\15567.jpg,happy
15579,data\train\happy\15579.jpg,happy
15581,data\train\happy\15581.jpg,happy
15582,data\train\happy\15582.jpg,happy
15583,data\train\happy\15583.jpg,happy
15590,data\train\happy\15590.jpg,happy
15599,data\train\happy\15599.jpg,happy
156,data\train\happy\156.jpg,happy
15600,data\train\happy\15600.jpg,happy
15604,data\train\happy\15604.jpg,happy
15624,data\train\happy\15624.jpg,happy
15626,data\train\happy\15626.jpg,happy
15627,data\train\happy\15627.jpg,happy
15631,data\train\happy\15631.jpg,happy
15632,data\train\happy\15632.jpg,happy
15633,data\train\happy\15633.jpg,happy
15636,data\train\happy\15636.jpg,happy
15645,data\train\happy\15645.jpg,happy
15646,data\train\happy\15646.jpg,happy
15648,data\train\happy\15648.jpg,happy
15653,data\train\happy\15653.jpg,happy
15660,data\train\happy\15660.jpg,happy
15664,data\train\happy\15664.jpg,happy
15665,data\train\happy\15665.jpg,happy
15667,data\train\happy\15667.jpg,happy
15674,data\train\happy\15674.jpg,happy
15679,data\train\happy\15679.jpg,happy
1568,data\train\happy\1568.jpg,happy
15682,data\train\happy\15682.jpg,happy
15685,data\train\happy\15685.jpg,happy
15690,data\train\happy\15690.jpg,happy
15693,data\train\happy\15693.jpg,happy
15695,data\train\happy\15695.jpg,happy
1570,data\train\happy\1570.jpg,happy
15704,data\train\happy\15704.jpg,happy
15705,data\train\happy\15705.jpg,happy
15707,data\train\happy\15707.jpg,happy
15710,data\train\happy\15710.jpg,happy
15711,data\train\happy\15711.jpg,happy
15728,data\train\happy\15728.jpg,happy
15730,data\train\happy\15730.jpg,happy
15733,data\train\happy\15733.jpg,happy
15744,data\train\happy\15744.jpg,happy
15748,data\train\happy\15748.jpg,happy
15762,data\train\happy\15762.jpg,happy
15765,data\train\happy\15765.jpg,happy
15775,data\train\happy\15775.jpg,happy
15776,data\train\happy\15776.jpg,happy
15781,data\train\happy\15781.jpg,happy
15782,data\train\happy\15782.jpg,happy
15786,data\train\happy\15786.jpg,happy
15787,data\train\happy\15787.jpg,happy
15789,data\train\happy\15789.jpg,happy
1579,data\train\happy\1579.jpg,happy
15792,data\train\happy\15792.jpg,happy
15799,data\train\happy\15799.jpg,happy
15801,data\train\happy\15801.jpg,happy
15803,data\train\happy\15803.jpg,happy
1581,data\train\happy\1581.jpg,happy
15810,data\train\happy\15810.jpg,happy
15812,data\train\happy\15812.jpg,happy
15817,data\train\happy\15817.jpg,happy
15818,data\train\happy\15818.jpg,happy
15822,data\train\happy\15822.jpg,happy
15832,data\train\happy\15832.jpg,happy
15838,data\train\happy\15838.jpg,happy
1585,data\train\happy\1585.jpg,happy
15851,data\train\happy\15851.jpg,happy
15852,data\train\happy\15852.jpg,happy
15853,data\train\happy\15853.jpg,happy
15855,data\train\happy\15855.jpg,happy
15857,data\train\happy\15857.jpg,happy
15865,data\train\happy\15865.jpg,happy
15866,data\train\happy\15866.jpg,happy
15872,data\train\happy\15872.jpg,happy
15873,data\train\happy\15873.jpg,happy
15874,data\train\happy\15874.jpg,happy
15877,data\train\happy\15877.jpg,happy
15879,data\train\happy\15879.jpg,happy
15883,data\train\happy\15883.jpg,happy
15884,data\train\happy\15884.jpg,happy
15891,data\train\happy\15891.jpg,happy
15892,data\train\happy\15892.jpg,happy
15899,data\train\happy\15899.jpg,happy
15908,data\train\happy\15908.jpg,happy
1591,data\train\happy\1591.jpg,happy
15927,data\train\happy\15927.jpg,happy
15930,data\train\happy\15930.jpg,happy
15938,data\train\happy\15938.jpg,happy
15939,data\train\happy\15939.jpg,happy
15947,data\train\happy\15947.jpg,happy
15948,data\train\happy\15948.jpg,happy
15958,data\train\happy\15958.jpg,happy
15968,data\train\happy\15968.jpg,happy
15972,data\train\happy\15972.jpg,happy
15992,data\train\happy\15992.jpg,happy
15993,data\train\happy\15993.jpg,happy
15995,data\train\happy\15995.jpg,happy
16,data\train\happy\16.jpg,happy
1600,data\train\happy\1600.jpg,happy
16001,data\train\happy\16001.jpg,happy
16004,data\train\happy\16004.jpg,happy
16007,data\train\happy\16007.jpg,happy
16008,data\train\happy\16008.jpg,happy
16015,data\train\happy\16015.jpg,happy
16025,data\train\happy\16025.jpg,happy
16029,data\train\happy\16029.jpg,happy
1603,data\train\happy\1603.jpg,happy
16035,data\train\happy\16035.jpg,happy
16040,data\train\happy\16040.jpg,happy
16048,data\train\happy\16048.jpg,happy
16055,data\train\happy\16055.jpg,happy
16058,data\train\happy\16058.jpg,happy
16067,data\train\happy\16067.jpg,happy
16072,data\train\happy\16072.jpg,happy
16078,data\train\happy\16078.jpg,happy
16079,data\train\happy\16079.jpg,happy
16082,data\train\happy\16082.jpg,happy
16086,data\train\happy\16086.jpg,happy
16088,data\train\happy\16088.jpg,happy
16100,data\train\happy\16100.jpg,happy
16115,data\train\happy\16115.jpg,happy
16116,data\train\happy\16116.jpg,happy
16117,data\train\happy\16117.jpg,happy
16126,data\train\happy\16126.jpg,happy
16129,data\train\happy\16129.jpg,happy
1613,data\train\happy\1613.jpg,happy
16131,data\train\happy\16131.jpg,happy
16135,data\train\happy\16135.jpg,happy
16138,data\train\happy\16138.jpg,happy
16140,data\train\happy\16140.jpg,happy
16147,data\train\happy\16147.jpg,happy
16148,data\train\happy\16148.jpg,happy
16150,data\train\happy\16150.jpg,happy
16154,data\train\happy\16154.jpg,happy
16157,data\train\happy\16157.jpg,happy
1616,data\train\happy\1616.jpg,happy
16160,data\train\happy\16160.jpg,happy
16170,data\train\happy\16170.jpg,happy
16171,data\train\happy\16171.jpg,happy
16184,data\train\happy\16184.jpg,happy
16187,data\train\happy\16187.jpg,happy
162,data\train\happy\162.jpg,happy
16200,data\train\happy\16200.jpg,happy
16203,data\train\happy\16203.jpg,happy
16210,data\train\happy\16210.jpg,happy
1622,data\train\happy\1622.jpg,happy
16220,data\train\happy\16220.jpg,happy
16221,data\train\happy\16221.jpg,happy
16227,data\train\happy\16227.jpg,happy
1623,data\train\happy\1623.jpg,happy
16230,data\train\happy\16230.jpg,happy
16231,data\train\happy\16231.jpg,happy
16235,data\train\happy\16235.jpg,happy
16239,data\train\happy\16239.jpg,happy
1625,data\train\happy\1625.jpg,happy
16251,data\train\happy\16251.jpg,happy
16255,data\train\happy\16255.jpg,happy
16262,data\train\happy\16262.jpg,happy
16269,data\train\happy\16269.jpg,happy
1627,data\train\happy\1627.jpg,happy
16272,data\train\happy\16272.jpg,happy
16276,data\train\happy\16276.jpg,happy
16279,data\train\happy\16279.jpg,happy
1630,data\train\happy\1630.jpg,happy
16300,data\train\happy\16300.jpg,happy
16302,data\train\happy\16302.jpg,happy
16303,data\train\happy\16303.jpg,happy
16311,data\train\happy\16311.jpg,happy
16327,data\train\happy\16327.jpg,happy
16334,data\train\happy\16334.jpg,happy
16335,data\train\happy\16335.jpg,happy
16336,data\train\happy\16336.jpg,happy
16342,data\train\happy\16342.jpg,happy
16347,data\train\happy\16347.jpg,happy
16348,data\train\happy\16348.jpg,happy
16352,data\train\happy\16352.jpg,happy
16362,data\train\happy\16362.jpg,happy
16371,data\train\happy\16371.jpg,happy
16372,data\train\happy\16372.jpg,happy
16390,data\train\happy\16390.jpg,happy
16391,data\train\happy\16391.jpg,happy
16393,data\train\happy\16393.jpg,happy
16401,data\train\happy\16401.jpg,happy
16411,data\train\happy\16411.jpg,happy
1642,data\train\happy\1642.jpg,happy
16420,data\train\happy\16420.jpg,happy
16421,data\train\happy\16421.jpg,happy
16426,data\train\happy\16426.jpg,happy
1643,data\train\happy\1643.jpg,happy
16432,data\train\happy\16432.jpg,happy
16434,data\train\happy\16434.jpg,happy
16436,data\train\happy\16436.jpg,happy
16438,data\train\happy\16438.jpg,happy
1644,data\train\happy\1644.jpg,happy
16442,data\train\happy\16442.jpg,happy
16447,data\train\happy\16447.jpg,happy
16449,data\train\happy\16449.jpg,happy
16455,data\train\happy\16455.jpg,happy
16458,data\train\happy\16458.jpg,happy
16459,data\train\happy\16459.jpg,happy
16462,data\train\happy\16462.jpg,happy
